"PersonNumber","FirstName","LastName","GenderAsString","CantonAbbreviation","CouncilAbbreviation","PartyAbbreviation","DateJoining","DateLeaving"
2984,"Luzius","Raschein","m","GR","CE","PRD","1892-05-30T00:00:00","1899-11-09T00:00:00"
2984,"Luzius","Raschein","m","GR","CE","PRD","1892-05-30T00:00:00","1899-11-09T00:00:00"
2984,"Luzius","Raschein","m","GR","CE","PRD","1892-05-30T00:00:00","1899-11-09T00:00:00"
1603,"Achille","Borella","m","TI","CN","PRD","1971-06-01T00:00:00","1971-11-28T00:00:00"
219,"Rudolf","Strahm","m","BE","CN","PSS","1991-11-25T00:00:00","1995-12-03T00:00:00"
2848,"Gotthard","Odermatt","m","OW","CN","Cons*","1943-12-06T00:00:00","1951-12-02T00:00:00"
488,"Doris","Leuthard","f","AG","CF","PDC","2010-11-01T00:00:00","2010-12-31T00:00:00"
702,"Hans Ulrich","Baumberger","m","AR","CN","PRD","1971-11-29T00:00:00","1975-11-30T00:00:00"
1795,"Josef Fidel","Christen","m","UR","CE","Cons*","1848-11-06T00:00:00","1861-05-01T00:00:00"
2747,"Henri","Morel","m","NE","CE","PRD","1876-07-01T00:00:00","1880-11-01T00:00:00"
729,"Franz","Dietrich","m","BE","CN","PDC","1987-11-30T00:00:00","1991-11-24T00:00:00"
335,"Peter","Kofmel","m","SO","CN","PRD","1995-12-04T00:00:00","2003-11-30T00:00:00"
2563,"Heinrich","Landis","m","ZH","CN","Lib*","1878-12-02T00:00:00","1890-11-30T00:00:00"
2438,"Pierre","Jolissaint","m","BE","CN","PRD","1884-12-01T00:00:00","1896-03-02T00:00:00"
1535,"Paul","Billieux","m","BE","CN","PRD","1922-12-04T00:00:00","1931-12-06T00:00:00"
1987,"Karl","Engemann","m","BE","CN","PRD","1857-12-07T00:00:00","1866-12-02T00:00:00"
1990,"Josef","Erni","m","LU","CN","Cons*","1878-12-02T00:00:00","1902-11-30T00:00:00"
3423,"Christoph","Tobler","m","SG","CN","Lib*","1884-12-01T00:00:00","1899-12-03T00:00:00"
427,"Flavio","Cotti","m","TI","CF","PDC","1993-01-01T00:00:00","1997-12-31T00:00:00"
1918,"Urs","Dietschi","m","SO","CN","PRD","1943-12-06T00:00:00","1959-12-06T00:00:00"
1138,"Martin","Bäumle","m","ZH","CN","pvl","2007-12-03T00:00:00","2011-12-04T00:00:00"
3867,"Andreas","Aebi","m","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2179,"Chr. Friedrich","Göttisheim","m","BS","CE","PRD","1881-12-05T00:00:00","1896-07-12T00:00:00"
2179,"Chr. Friedrich","Göttisheim","m","BS","CE","PRD","1881-12-05T00:00:00","1896-07-12T00:00:00"
2179,"Chr. Friedrich","Göttisheim","m","BS","CE","PRD","1881-12-05T00:00:00","1896-07-12T00:00:00"
542,"Christoph","Mörgeli","m","ZH","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
115,"Hans Jörg","Huber","m","AG","CE","PDC","1987-11-30T00:00:00","1995-12-03T00:00:00"
172,"Paul","Rechsteiner","m","SG","CN","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00"
378,"Françoise","Saudan","f","GE","CE","PRD","2003-12-01T00:00:00","2007-12-02T00:00:00"
2483,"Gottfried","Keller","m","AG","CE","PRD","1912-12-02T00:00:00","1943-12-05T00:00:00"
2483,"Gottfried","Keller","m","AG","CE","PRD","1912-12-02T00:00:00","1943-12-05T00:00:00"
2483,"Gottfried","Keller","m","AG","CE","PRD","1912-12-02T00:00:00","1943-12-05T00:00:00"
1877,"Leone","de Stoppani","m","TI","CN","PRD","1887-12-05T00:00:00","1895-08-05T00:00:00"
519,"Hansjörg","Walter","m","TG","CN","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
3075,"Ernest","Rubattel","m","VD","CN","PRD","1900-12-03T00:00:00","1906-11-01T00:00:00"
2182,"Vincent","Gottofrey","m","FR","CN","Cons*","1898-12-05T00:00:00","1906-12-01T00:00:00"
1866,"Ferdinand","de Montheys","m","VS","CE","Cons*","1873-07-07T00:00:00","1875-09-01T00:00:00"
3699,"Jakob","Zimmermann","m","SO","CN","PRD","1902-06-02T00:00:00","1917-12-02T00:00:00"
3999,"Katharina","Prelicz-Huber","f","ZH","CN","PES","2008-09-15T00:00:00","2011-12-04T00:00:00"
2537,"Albert","Kündig","m","ZH","CN","PRD","1891-12-07T00:00:00","1908-08-20T00:00:00"
538,"Hermann","Bürgi","m","TG","CE","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
2317,"Konrad","Hess","m","ZG","CN","Cons*","1947-12-01T00:00:00","1963-12-01T00:00:00"
3120,"Johann Jakob","Schäppi","m","ZH","CN","PRD","1871-11-06T00:00:00","1872-12-01T00:00:00"
2969,"Georges","Python","m","FR","CN","Cons*","1884-12-01T00:00:00","1893-12-03T00:00:00"
324,"Jost","Gross","m","TG","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
3259,"Rudolf","Siegrist","m","AG","CN","PSS","1943-12-06T00:00:00","1959-12-06T00:00:00"
1886,"Ernest-Ed.","Decollogny","m","VD","CN","PRD","1893-12-04T00:00:00","1896-04-26T00:00:00"
2011,"Johann","Fässler","m","AR","CN","PRD","1878-12-02T00:00:00","1881-07-26T00:00:00"
1242,"Jakob","Schutz","m","GR","CN","PRD","1975-12-01T00:00:00","1979-11-25T00:00:00"
3105,"Albert","Ryser","m","BL","CN","PSS","1945-03-19T00:00:00","1947-11-30T00:00:00"
2517,"Johann Anton","Kölbener","m","AI","CE","Lib*","1866-02-19T00:00:00","1868-10-12T00:00:00"
2070,"Giuseppe","Fratecolla","m","TI","CE","PRD","1868-07-06T00:00:00","1870-05-01T00:00:00"
1517,"Henri","Berthoud","m","NE","CN","PRD","1923-04-23T00:00:00","1928-12-02T00:00:00"
3395,"Johann Ulrich","Sutter","m","AR","CN","Lib*","1868-06-01T00:00:00","1869-12-05T00:00:00"
3702,"Johann Jakob L.","Zingg","m","SG","CE","Lib*","1853-01-10T00:00:00","1855-06-01T00:00:00"
255,"Hans","Zbinden","m","AG","CN","PSS","1995-12-04T00:00:00","2002-03-22T00:00:00"
1851,"Sydney","de Coulon","m","NE","CE","PLS","1949-06-07T00:00:00","1963-03-01T00:00:00"
1862,"Auguste","de Loës","m","VD","CE","Lib*","1863-12-07T00:00:00","1864-05-01T00:00:00"
476,"Urs","Hofmann","m","AG","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
228,"Werner","Vetterli","m","ZH","CN","UDC","1991-11-25T00:00:00","1995-12-03T00:00:00"
1113,"Filippo","Leutenegger","m","ZH","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
108,"Rolf","Hegetschweiler","m","ZH","CN","PRD","2003-12-01T00:00:00","2007-12-02T00:00:00"
1478,"Bonaventura","Baumgartner","m","SO","CN","Dém*","1875-03-08T00:00:00","1875-06-01T00:00:00"
3152,"K. Ferdinand","Schimpf","m","AG","CN","PRD","1852-07-05T00:00:00","1852-12-01T00:00:00"
3664,"Eugen","Wullschleger","m","BS","CE","PSS","1925-12-07T00:00:00","1928-12-02T00:00:00"
1958,"Ambros","Eberle","m","SZ","CN","Cons*","1874-06-01T00:00:00","1883-01-09T00:00:00"
176,"Kaspar","Rhyner","m","GL","CE","PRD","1990-06-05T00:00:00","1998-04-30T00:00:00"
3431,"Henri-Ch.-Jos.","Torrenté","m","VS","CE","Cons*","1902-12-01T00:00:00","1903-03-01T00:00:00"
2244,"Robert","Haab","m","ZH","CF","PRD","1917-12-13T00:00:00","1929-12-31T00:00:00"
2832,"Emile","Nicolet","m","GE","CN","PSS","1919-12-01T00:00:00","1921-12-21T00:00:00"
275,"Theo","Maissen","m","GR","CE","PDC","1995-01-23T00:00:00","2003-11-30T00:00:00"
2768,"Joseph","Moulin","m","VS","CE","Cons*","1956-03-05T00:00:00","1959-12-06T00:00:00"
1647,"Walther","Bringolf","m","SH","CN","PCO*","1931-12-07T00:00:00","1935-12-07T00:00:00"
1686,"Eugène J.","Bugnon","m","VD","CN","PRD","1906-06-05T00:00:00","1911-12-03T00:00:00"
2767,"Giuseppe","Motta","m","TI","CN","Cons*","1899-12-04T00:00:00","1911-12-03T00:00:00"
2624,"Jakob","Lüthy","m","AG","CN","PRD","1888-12-03T00:00:00","1908-12-06T00:00:00"
2263,"Theodor","Haller","m","AG","CN","Dém*","1872-12-02T00:00:00","1878-12-01T00:00:00"
2090,"Friedrich","Fueter","m","BE","CN","ConsR*","1848-11-06T00:00:00","1857-12-06T00:00:00"
2941,"Armand W.","Piguet","m","VD","CN","PLS","1911-12-04T00:00:00","1925-12-06T00:00:00"
4001,"Marie-Thérèse","Weber-Gobet","f","FR","CN","PCS","2008-12-01T00:00:00","2011-12-04T00:00:00"
3469,"Paul K. E.","Usteri","m","ZH","CE","PRD","1900-06-05T00:00:00","1922-12-03T00:00:00"
3469,"Paul K. E.","Usteri","m","ZH","CE","PRD","1900-06-05T00:00:00","1922-12-03T00:00:00"
3469,"Paul K. E.","Usteri","m","ZH","CE","PRD","1900-06-05T00:00:00","1922-12-03T00:00:00"
3135,"Johann Jakob","Scherer","m","ZH","CF","Dém*","1875-01-01T00:00:00","1875-12-31T00:00:00"
2514,"Friedrich S.","Kohler","m","BE","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
2820,"Wilhelm Matthias","Näff","m","SG","CF","PRD","1853-01-01T00:00:00","1853-12-31T00:00:00"
1828,"Maurice-Antoine","Cretton","m","VS","CN","PRD","1863-12-07T00:00:00","1871-12-10T00:00:00"
2717,"Friedrich","Michel","m","BE","CN","PRD","1902-12-01T00:00:00","1919-11-01T00:00:00"
3044,"Jules-L.-E.","Roguin","m","VD","CE","Lib*","1863-07-06T00:00:00","1874-12-01T00:00:00"
3044,"Jules-L.-E.","Roguin","m","VD","CE","Lib*","1863-07-06T00:00:00","1874-12-01T00:00:00"
3044,"Jules-L.-E.","Roguin","m","VD","CE","Lib*","1863-07-06T00:00:00","1874-12-01T00:00:00"
3044,"Jules-L.-E.","Roguin","m","VD","CE","Lib*","1863-07-06T00:00:00","1874-12-01T00:00:00"
3044,"Jules-L.-E.","Roguin","m","VD","CE","Lib*","1863-07-06T00:00:00","1874-12-01T00:00:00"
3220,"Josef X. Leod. Franz","Schumacher","m","LU","CE","Lib*","1850-04-05T00:00:00","1853-12-01T00:00:00"
454,"Liliane","Chappuis","f","FR","CN","PSS","2007-03-05T00:00:00","2007-06-25T00:00:00"
3723,"Esaja","Zweifel","m","GL","CN","Lib*","1876-03-06T00:00:00","1884-05-01T00:00:00"
1509,"John (Jean-M.-E.)","Berney","m","VD","CN","CentreG","1863-12-07T00:00:00","1866-12-02T00:00:00"
646,"Hans","Schmid","m","SG","CN","PSS","1972-06-05T00:00:00","1985-02-01T00:00:00"
2278,"Joh. Jakob","Hauser","m","ZH","CN","PRD","1910-06-06T00:00:00","1913-07-15T00:00:00"
16,"Peter","Bircher","m","AG","CN","PDC","1990-09-17T00:00:00","1995-12-03T00:00:00"
662,"Hanspeter","Fischer","m","TG","CN","BP*","1963-12-02T00:00:00","1983-11-27T00:00:00"
1954,"Nikolaus","Durrer","m","OW","CN","Lib*","1888-12-03T00:00:00","1890-11-30T00:00:00"
2728,"Peter Anton","Ming","m","OW","CN","Cons*","1890-12-01T00:00:00","1924-04-09T00:00:00"
60,"Toni","Dettling","m","SZ","CN","PRD","1995-12-04T00:00:00","1999-12-05T00:00:00"
358,"Doris","Stump","f","AG","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
134,"Moritz","Leuenberger","m","ZH","CF","PSS","2010-01-01T00:00:00","2010-10-31T00:00:00"
452,"Elmar","Bigger","m","SG","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
476,"Urs","Hofmann","m","AG","CN","PSS","1999-12-06T00:00:00","2003-11-30T00:00:00"
1825,"Frédéric A.","Courvoisier","m","NE","CN","PRD","1851-12-01T00:00:00","1854-12-10T00:00:00"
2307,"Marc","Héridier","m","GE","CE","PRD","1892-12-05T00:00:00","1893-10-01T00:00:00"
609,"Walter","Stamm","m","SH","CN","PSS","1983-11-28T00:00:00","1987-11-29T00:00:00"
331,"Vreni","Hubmann","f","ZH","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
1815,"François-S.","Corboz","m","VD","CN","Lib*","1860-12-03T00:00:00","1866-03-25T00:00:00"
130,"Ursula","Leemann","f","ZH","CN","PSS","1991-01-21T00:00:00","1995-12-03T00:00:00"
3381,"Karl","Styger","m","SZ","CN","Cons*","1852-07-05T00:00:00","1872-12-01T00:00:00"
3865,"Jean-François","Steiert","m","FR","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
94,"Christine","Goll","f","ZH","CN","FraP!","1991-11-25T00:00:00","1995-12-03T00:00:00"
3536,"Hans Anton","von Roten","m","VS","CE","Cons*","1863-07-06T00:00:00","1865-05-01T00:00:00"
1375,"Hans","Affolter","m","SO","CN","PSS","1911-12-04T00:00:00","1930-12-11T00:00:00"
25,"François","Borel","m","NE","CN","PSS","1995-12-04T00:00:00","1999-12-05T00:00:00"
487,"Susanne","Leutenegger Oberholzer","f","BL","CN","PSS","1999-12-06T00:00:00","2003-11-30T00:00:00"
778,"Esther","Bührer","f","SH","CE","PSS","1979-11-26T00:00:00","1991-11-24T00:00:00"
3265,"Henri-François","Simon","m","VD","CE","PRD","1901-03-18T00:00:00","1928-12-02T00:00:00"
3265,"Henri-François","Simon","m","VD","CE","PRD","1901-03-18T00:00:00","1928-12-02T00:00:00"
3265,"Henri-François","Simon","m","VD","CE","PRD","1901-03-18T00:00:00","1928-12-02T00:00:00"
2349,"Thomas","Holenstein","m","SG","CF","Cons*","1954-12-16T00:00:00","1959-12-31T00:00:00"
3029,"Johannes","Ritschard","m","BE","CN","PRD","1873-07-07T00:00:00","1883-01-01T00:00:00"
1185,"Fernand","Corbat","m","GE","CN","PRD","1971-11-29T00:00:00","1979-11-25T00:00:00"
716,"Felix","Auer","m","BL","CN","PRD","1971-11-29T00:00:00","1991-11-24T00:00:00"
1748,"Gaudenz","Canova","m","GR","CN","PSS","1922-12-04T00:00:00","1925-12-06T00:00:00"
466,"Anita","Fetz","f","BS","CN","POCH","1985-06-03T00:00:00","1989-12-31T00:00:00"
1721,"Friedrich Jos.","Bürli","m","AG","CN","Lib*","1870-07-04T00:00:00","1872-12-01T00:00:00"
2797,"Johann Josef","Müller","m","SG","CN","Cons*","1856-07-07T00:00:00","1860-12-02T00:00:00"
210,"Jean","Spielmann","m","GE","CN","PdT","1995-12-04T00:00:00","2003-11-30T00:00:00"
210,"Jean","Spielmann","m","GE","CN","PdT","1995-12-04T00:00:00","2003-11-30T00:00:00"
210,"Jean","Spielmann","m","GE","CN","PdT","1995-12-04T00:00:00","2003-11-30T00:00:00"
210,"Jean","Spielmann","m","GE","CN","PdT","1995-12-04T00:00:00","2003-11-30T00:00:00"
2433,"Kaspar","Jenny","m","GL","CN","PRD","1848-11-06T00:00:00","1859-04-01T00:00:00"
3405,"Angelo","Tarchini","m","TI","CN","Cons*","1922-12-04T00:00:00","1923-11-01T00:00:00"
2602,"Joh. Albert","Locher","m","ZH","CE","PRD","1905-12-04T00:00:00","1914-07-05T00:00:00"
1181,"Félix","Carruzzo","m","VS","CN","CCS","1962-12-03T00:00:00","1979-11-25T00:00:00"
1487,"Fritz","Beck","m","ZH","CN","PC","1925-12-07T00:00:00","1928-12-02T00:00:00"
223,"Hanspeter","Thür","m","AG","CN","PES","1987-11-30T00:00:00","1995-12-03T00:00:00"
223,"Hanspeter","Thür","m","AG","CN","PES","1987-11-30T00:00:00","1995-12-03T00:00:00"
465,"Mario","Fehr","m","ZH","CN","PSS","2007-12-03T00:00:00","2011-12-04T00:00:00"
321,"Peter","Föhn","m","SZ","CN","UDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
276,"Christoffel","Brändli","m","GR","CE","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
148,"Josi J.","Meier","f","LU","CE","PDC","1983-03-15T00:00:00","1995-12-03T00:00:00"
2753,"J.-Pierre","Moriaud","m","GE","CN","PRD","1881-12-05T00:00:00","1884-11-30T00:00:00"
2351,"Niklaus","Honauer","m","LU","CN","PRD","1955-12-05T00:00:00","1962-06-01T00:00:00"
3101,"Johann Jakob","Rüttimann","m","ZH","CE","Lib*","1848-11-06T00:00:00","1854-12-03T00:00:00"
3101,"Johann Jakob","Rüttimann","m","ZH","CE","Lib*","1848-11-06T00:00:00","1854-12-03T00:00:00"
3101,"Johann Jakob","Rüttimann","m","ZH","CE","Lib*","1848-11-06T00:00:00","1854-12-03T00:00:00"
2698,"Anton","Meuli","m","GR","CN","PRD","1928-12-03T00:00:00","1931-12-06T00:00:00"
2465,"Johann Jakob","Karlen","m","BE","CN","PRD","1857-12-07T00:00:00","1872-12-01T00:00:00"
3919,"Paul","Niederberger","m","NW","CE","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
27,"Marco","Borradori","m","TI","CN","Lega","1991-11-25T00:00:00","1995-04-11T00:00:00"
513,"Peter","Spuhler","m","TG","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
426,"Arnold","Koller","m","AI","CF","PDC","1990-01-01T00:00:00","1999-04-30T00:00:00"
1135,"Adrian","Amstutz","m","BE","CN","UDC","2007-12-03T00:00:00","2011-05-29T00:00:00"
429,"Kaspar","Villiger","m","LU","CN","PRD","1982-01-25T00:00:00","1987-11-29T00:00:00"
2729,"Rudolf","Minger","m","BE","CN","PAB","1919-12-01T00:00:00","1929-12-12T00:00:00"
2729,"Rudolf","Minger","m","BE","CN","PAB","1919-12-01T00:00:00","1929-12-12T00:00:00"
2729,"Rudolf","Minger","m","BE","CN","PAB","1919-12-01T00:00:00","1929-12-12T00:00:00"
1071,"Ruth","Humbel","f","AG","CN","PDC","2003-09-15T00:00:00","2003-11-30T00:00:00"
264,"Hermann","Weyeneth","m","BE","CN","UDC","1994-06-01T00:00:00","1995-12-03T00:00:00"
2574,"Caspar","Latour","m","GR","CE","Lib*","1857-07-06T00:00:00","1857-10-01T00:00:00"
1916,"Eugen","Dietschi","m","BS","CE","PRD","1960-03-15T00:00:00","1967-12-03T00:00:00"
3222,"Johann Jakob","Schümperlin","m","TG","CN","PRD","1883-06-18T00:00:00","1889-09-05T00:00:00"
522,"Ursula","Wyss","f","BE","CN","PSS","1999-12-06T00:00:00","2003-11-30T00:00:00"
3354,"Johannes","Stössel","m","ZH","CN","Dém*","1878-12-02T00:00:00","1891-08-01T00:00:00"
3354,"Johannes","Stössel","m","ZH","CN","Dém*","1878-12-02T00:00:00","1891-08-01T00:00:00"
3354,"Johannes","Stössel","m","ZH","CN","Dém*","1878-12-02T00:00:00","1891-08-01T00:00:00"
1365,"Gustave","Ador","m","GE","CF","PLS","1917-06-26T00:00:00","1919-12-31T00:00:00"
1485,"Carl","Beck","m","LU","CN","Cons*","1943-12-06T00:00:00","1959-12-06T00:00:00"
305,"Didier","Berberat","m","NE","CN","PSS","2007-12-03T00:00:00","2009-09-20T00:00:00"
3405,"Angelo","Tarchini","m","TI","CN","Cons*","1932-09-20T00:00:00","1933-03-01T00:00:00"
3242,"Arnold","Seematter","m","BE","CN","PRD","1939-12-04T00:00:00","1954-10-27T00:00:00"
3434,"Johann Jakob","Treichler","m","ZH","CN","Lib*","1852-07-05T00:00:00","1869-12-05T00:00:00"
428,"Adolf","Ogi","m","BE","CF","UDC","2000-01-01T00:00:00","2000-12-31T00:00:00"
2975,"Frédéric-P.","Raisin","m","GE","CE","PLS","1890-12-01T00:00:00","1892-06-24T00:00:00"
2741,"Niklaus","Moos","m","ZG","CN","Cons*","1878-12-02T00:00:00","1884-11-30T00:00:00"
2098,"Johann Jakob","Gabathuler","m","SG","CN","PRD","1935-12-02T00:00:00","1947-11-30T00:00:00"
135,"François","Loeb","m","BE","CN","PRD","1995-12-04T00:00:00","1999-12-05T00:00:00"
268,"Simon","Schenk","m","BE","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
2429,"Amanz","Jecker","m","SO","CE","PRD","1862-01-13T00:00:00","1874-12-01T00:00:00"
2528,"Jakob","Kopp","m","LU","CN","Lib*","1848-11-06T00:00:00","1854-12-03T00:00:00"
1905,"Raymond","Deonna","m","GE","CN","PLS","1963-12-02T00:00:00","1972-09-10T00:00:00"
1905,"Raymond","Deonna","m","GE","CN","PLS","1963-12-02T00:00:00","1972-09-10T00:00:00"
2289,"Joachim","Heer","m","GL","CN","Lib*","1857-12-07T00:00:00","1875-12-05T00:00:00"
2289,"Joachim","Heer","m","GL","CN","Lib*","1857-12-07T00:00:00","1875-12-05T00:00:00"
2289,"Joachim","Heer","m","GL","CN","Lib*","1857-12-07T00:00:00","1875-12-05T00:00:00"
2289,"Joachim","Heer","m","GL","CN","Lib*","1857-12-07T00:00:00","1875-12-05T00:00:00"
2289,"Joachim","Heer","m","GL","CN","Lib*","1857-12-07T00:00:00","1875-12-05T00:00:00"
2124,"Johannes G. jun.","Geel","m","SG","CE","PRD","1896-12-07T00:00:00","1931-03-01T00:00:00"
2124,"Johannes G. jun.","Geel","m","SG","CE","PRD","1896-12-07T00:00:00","1931-03-01T00:00:00"
2124,"Johannes G. jun.","Geel","m","SG","CE","PRD","1896-12-07T00:00:00","1931-03-01T00:00:00"
3248,"Gustav Adolf","Seiler","m","BL","CN","PRD","1914-01-26T00:00:00","1943-12-05T00:00:00"
77,"Lisbeth","Fehr","f","ZH","CN","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
3264,"Rinaldo","Simen","m","TI","CE","PRD","1893-03-13T00:00:00","1910-09-20T00:00:00"
3264,"Rinaldo","Simen","m","TI","CE","PRD","1893-03-13T00:00:00","1910-09-20T00:00:00"
3264,"Rinaldo","Simen","m","TI","CE","PRD","1893-03-13T00:00:00","1910-09-20T00:00:00"
2769,"Henri","Mouttet","m","BE","CE","PRD","1932-06-06T00:00:00","1948-12-01T00:00:00"
2756,"Arthur","Moser","m","SH","CN","PRD","1922-12-04T00:00:00","1931-12-06T00:00:00"
34,"Gerold","Bührer","m","SH","CN","PRD","1991-11-25T00:00:00","1995-12-03T00:00:00"
2614,"Bernardino","Lurati","m","TI","CN","Cons*","1875-12-06T00:00:00","1880-06-29T00:00:00"
3088,"Eugène","Ruffy","m","VD","CF","PRD","1893-12-14T00:00:00","1899-10-31T00:00:00"
1627,"Benjamin","Brändli","m","ZH","CN","Lib*","1851-12-01T00:00:00","1854-12-03T00:00:00"
3149,"Johann Ulrich","Schiess","m","AR","CN","Lib*","1881-12-05T00:00:00","1883-07-06T00:00:00"
2096,"Josef","Furrer","m","UR","CE","Cons*","1901-06-03T00:00:00","1911-12-03T00:00:00"
404,"Caspar","Baader","m","BL","CN","UDC","1998-04-27T00:00:00","1999-12-05T00:00:00"
1671,"J. R. Friedrich","Brunner","m","AG","CN","PRD","1905-12-04T00:00:00","1911-12-03T00:00:00"
42,"Adriano","Cavadini","m","TI","CN","PRD","1987-11-30T00:00:00","1995-12-03T00:00:00"
58,"Joseph","Deiss","m","FR","CN","PDC","1991-11-25T00:00:00","1995-12-03T00:00:00"
3146,"Alfred","Scheurer","m","BE","CE","PRD","1879-03-17T00:00:00","1879-05-01T00:00:00"
2425,"Charles","Jeanneret","m","BE","CE","PRD","1959-12-07T00:00:00","1967-12-03T00:00:00"
2244,"Robert","Haab","m","ZH","CF","PRD","1922-01-01T00:00:00","1922-12-31T00:00:00"
519,"Hansjörg","Walter","m","TG","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2125,"Johannes G. sen.","Geel","m","SG","CN","Lib*","1872-06-01T00:00:00","1875-12-05T00:00:00"
1336,"Markus","Zemp","m","AG","CN","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
1992,"Eugen","Escher","m","ZH","CE","Lib*","1863-12-07T00:00:00","1869-06-01T00:00:00"
154,"René","Moser","m","AG","CN",,"1995-12-04T00:00:00","1999-12-05T00:00:00"
154,"René","Moser","m","AG","CN",,"1995-12-04T00:00:00","1999-12-05T00:00:00"
1601,"Victor Eugène","Borel","m","NE","CE","PRD","1865-07-03T00:00:00","1872-12-01T00:00:00"
1601,"Victor Eugène","Borel","m","NE","CE","PRD","1865-07-03T00:00:00","1872-12-01T00:00:00"
1601,"Victor Eugène","Borel","m","NE","CE","PRD","1865-07-03T00:00:00","1872-12-01T00:00:00"
2630,"Johann","Lymann","m","TG","CN","Dém*","1927-03-23T00:00:00","1928-12-02T00:00:00"
3517,"Albert","von der Aa","m","VD","CN","PSS","1943-12-06T00:00:00","1946-08-19T00:00:00"
3244,"Robert","Seidel","m","ZH","CN","PSS","1911-12-04T00:00:00","1917-12-02T00:00:00"
1649,"Paul","Brodbeck","m","BL","CE","PRD","1947-12-01T00:00:00","1955-12-04T00:00:00"
2006,"Jules-D.","Eytel","m","VD","CE","PRD","1862-07-07T00:00:00","1863-02-01T00:00:00"
1797,"Ernest-L.","Chuard","m","VD","CF","PRD","1924-01-01T00:00:00","1924-12-31T00:00:00"
211,"Vreni","Spoerry","f","ZH","CE","PRD","1996-03-04T00:00:00","2003-11-30T00:00:00"
4027,"Paul-André","Roux","m","VS","CN","PDC","2010-03-01T00:00:00","2011-12-04T00:00:00"
627,"Guy","Genoud","m","VS","CE","PDC","1975-12-01T00:00:00","1987-04-19T00:00:00"
2694,"Johann","Mesmer","m","BL","CN","PRD","1851-12-01T00:00:00","1854-12-03T00:00:00"
3103,"Johannes K.","Ryf","m","ZH","CN","Lib*","1878-12-02T00:00:00","1884-11-30T00:00:00"
2500,"Wilhelm","Klein","m","BS","CN","PRD","1863-12-07T00:00:00","1878-12-01T00:00:00"
539,"Hans","Fünfschilling","m","BL","CE","PRD","1999-12-06T00:00:00","2003-11-30T00:00:00"
624,"Paul","Bürgi","m","SG","CE","PRD","1975-12-01T00:00:00","1987-11-29T00:00:00"
1618,"Emilio","Bossi","m","TI","CN","PRD","1914-12-07T00:00:00","1920-03-01T00:00:00"
1699,"Gottlieb Rud.","Bühlmann","m","BE","CN","ConsR*","1854-12-04T00:00:00","1857-12-06T00:00:00"
1640,"Jakob","Brennwald","m","ZH","CN","Lib*","1881-02-14T00:00:00","1887-05-06T00:00:00"
1736,"Johann Bartholome","Caflisch","m","GR","CE","PRD","1853-01-10T00:00:00","1856-06-01T00:00:00"
1741,"Felix Ludw.","Calonder","m","GR","CF","PRD","1913-06-12T00:00:00","1919-12-31T00:00:00"
1110,"Daniel","Vischer","m","ZH","CN","PES","2003-12-01T00:00:00","2007-12-02T00:00:00"
1137,"Walter","Müller","m","SG","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
